InvoiceNo,CustomerID,InvoiceDate,Quantity,UnitPrice,Description,District,Total_Price_LKR
EH-2024001680,20078,2024-07-05 13:03:38,1,6540,Abans Blender 400W,Matara,6540
EH-2024001680,20078,2024-07-05 13:03:38,1,2690,Laptop Cooling Pad,Matara,2690
EH-2024001681,20192,2024-07-05 16:26:22,1,6740,Abans Blender 400W,Kurunegala,6740
EH-2024001681,20192,2024-07-05 16:26:22,1,41720,Singer LED TV 32-inch,Kurunegala,41720
EH-2024001682,20231,2024-07-06 20:08:26,1,161580,LG Washing Machine 7kg,Colombo,161580
EH-2024001683,20086,2024-07-06 20:08:45,1,51750,Xiaomi Redmi 12 Smartphone,Galle,51750
EH-2024001684,20244,2024-07-06 20:24:15,1,10110,itel Feature Phone,Gampaha,10110
EH-2024001685,20071,2024-07-07 16:22:03,1,4980,Philips Electric Kettle,Kalutara,4980
EH-2024001685,20071,2024-07-07 16:22:03,1,22920,Panasonic Inverter 700VA,Kalutara,22920
EH-2024001686,20198,2024-07-08 10:27:00,1,8580,Sony Bluetooth Speaker,Gampaha,8580
EH-2024001687,20244,2024-07-08 14:30:12,1,45770,Singer LED TV 32-inch,Gampaha,45770
EH-2024001687,20244,2024-07-08 14:30:12,1,80590,Singer LED TV 43-inch,Gampaha,80590
EH-2024001688,20005,2024-07-09 16:39:39,1,5950,National Table Fan 16-inch,Colombo,5950
EH-2024001688,20005,2024-07-09 16:39:39,1,159390,LG Washing Machine 7kg,Colombo,159390
EH-2024001688,20005,2024-07-09 16:39:39,1,4080,Power Bank 10000mAh,Colombo,4080
EH-2024001689,20199,2024-07-09 20:13:21,1,5780,National Table Fan 16-inch,Gampaha,5780
EH-2024001689,20199,2024-07-09 20:13:21,1,79690,Samsung Galaxy A14 Smartphone,Gampaha,79690
EH-2024001690,20057,2024-07-11 11:12:19,1,74250,Singer LED TV 43-inch,Gampaha,74250
EH-2024001690,20057,2024-07-11 11:12:19,1,10350,itel Feature Phone,Gampaha,10350
EH-2024001690,20057,2024-07-11 11:12:19,2,4030,Power Bank 10000mAh,Gampaha,8060
EH-2024001691,20185,2024-07-12 08:33:24,1,5490,Bluetooth Earbuds,Kandy,5490
EH-2024001692,20057,2024-07-12 20:41:08,1,22700,Panasonic Inverter 700VA,Gampaha,22700
EH-2024001692,20057,2024-07-12 20:41:08,1,2640,Laptop Cooling Pad,Gampaha,2640
EH-2024001692,20057,2024-07-12 20:41:08,1,8100,Innovex Rice Cooker 1.8L,Gampaha,8100
EH-2024001693,20122,2024-07-13 08:30:29,1,8570,Sony Bluetooth Speaker,Kandy,8570
EH-2024001693,20122,2024-07-13 08:30:29,1,6410,Abans Blender 400W,Kandy,6410
EH-2024001693,20122,2024-07-13 08:30:29,2,4700,Philips Electric Kettle,Kandy,9400
EH-2024001694,20052,2024-07-13 11:41:16,2,1070,Rechargeable LED Bulb,Gampaha,2140
EH-2024001695,20005,2024-07-13 17:52:58,1,4650,Philips Electric Kettle,Colombo,4650
EH-2024001695,20005,2024-07-13 17:52:58,1,6490,Abans Blender 400W,Colombo,6490
EH-2024001696,20071,2024-07-13 18:10:57,2,4000,Power Bank 10000mAh,Kalutara,8000
EH-2024001697,20123,2024-07-13 19:12:39,1,23670,Panasonic Inverter 700VA,Colombo,23670
EH-2024001697,20123,2024-07-13 19:12:39,1,6240,National Table Fan 16-inch,Colombo,6240
EH-2024001698,20165,2024-07-14 09:13:56,1,10770,itel Feature Phone,Jaffna,10770
EH-2024001698,20165,2024-07-14 09:13:56,1,2670,Laptop Cooling Pad,Jaffna,2670
EH-2024001698,20165,2024-07-14 09:13:56,2,1180,Extension Cord (4-Socket),Jaffna,2360
EH-2024001699,20047,2024-07-14 13:56:56,1,5980,National Table Fan 16-inch,Matara,5980
EH-2024001699,20047,2024-07-14 13:56:56,2,1160,Extension Cord (4-Socket),Matara,2320
EH-2024001700,20223,2024-07-14 17:36:10,1,1180,Extension Cord (4-Socket),Colombo,1180
EH-2024001701,20090,2024-07-14 17:53:26,1,5690,Bluetooth Earbuds,Galle,5690
EH-2024001701,20090,2024-07-14 17:53:26,1,111670,Kelvinator Refrigerator 190L,Galle,111670
EH-2024001702,20062,2024-07-15 14:29:24,1,1160,Extension Cord (4-Socket),Colombo,1160
EH-2024001703,20259,2024-07-15 17:24:30,1,5790,Bluetooth Earbuds,Kurunegala,5790
EH-2024001704,20194,2024-07-15 19:06:32,1,5540,Bluetooth Earbuds,Kalutara,5540
EH-2024001704,20194,2024-07-15 19:06:32,1,6340,Abans Blender 400W,Kalutara,6340
EH-2024001704,20194,2024-07-15 19:06:32,1,26790,Inverter Battery 12V 100Ah,Kalutara,26790
EH-2024001705,20128,2024-07-16 13:47:30,1,4030,Power Bank 10000mAh,Matara,4030
EH-2024001706,20033,2024-07-17 09:12:11,1,1070,Rechargeable LED Bulb,Colombo,1070
EH-2024001706,20033,2024-07-17 09:12:11,1,5750,National Table Fan 16-inch,Colombo,5750
EH-2024001706,20033,2024-07-17 09:12:11,1,1240,Extension Cord (4-Socket),Colombo,1240
EH-2024001707,20145,2024-07-17 09:43:32,3,1010,Rechargeable LED Bulb,Anuradhapura,3030
EH-2024001707,20145,2024-07-17 09:43:32,1,5570,Bluetooth Earbuds,Anuradhapura,5570
EH-2024001707,20145,2024-07-17 09:43:32,2,4170,Power Bank 10000mAh,Anuradhapura,8340
EH-2024001708,20225,2024-07-17 10:07:56,2,1200,Extension Cord (4-Socket),Galle,2400
EH-2024001709,20053,2024-07-17 13:42:47,2,1200,Extension Cord (4-Socket),Ratnapura,2400
EH-2024001710,20057,2024-07-17 18:39:27,1,2570,Laptop Cooling Pad,Gampaha,2570
EH-2024001710,20057,2024-07-17 18:39:27,1,5760,Bluetooth Earbuds,Gampaha,5760
EH-2024001710,20057,2024-07-17 18:39:27,1,11050,itel Feature Phone,Gampaha,11050
EH-2024001711,20231,2024-07-17 19:17:44,1,81240,Samsung Galaxy A14 Smartphone,Colombo,81240
EH-2024001711,20231,2024-07-17 19:17:44,1,28890,Inverter Battery 12V 100Ah,Colombo,28890
EH-2024001711,20231,2024-07-17 19:17:44,1,6650,Abans Blender 400W,Colombo,6650
EH-2024001712,20202,2024-07-18 10:36:56,1,8480,Innovex Rice Cooker 1.8L,Gampaha,8480
EH-2024001713,20098,2024-07-18 11:47:19,1,26250,Inverter Battery 12V 100Ah,Colombo,26250
EH-2024001713,20098,2024-07-18 11:47:19,1,81510,Samsung Galaxy A14 Smartphone,Colombo,81510
EH-2024001713,20098,2024-07-18 11:47:19,1,6550,Abans Blender 400W,Colombo,6550
EH-2024001714,20104,2024-07-18 16:27:32,1,4180,Power Bank 10000mAh,Ratnapura,4180
EH-2024001715,20057,2024-07-18 19:02:05,1,79400,Samsung Galaxy A14 Smartphone,Gampaha,79400
EH-2024001716,20253,2024-07-19 17:11:54,1,8780,Sony Bluetooth Speaker,Colombo,8780
EH-2024001716,20253,2024-07-19 17:11:54,1,1040,Rechargeable LED Bulb,Colombo,1040
EH-2024001716,20253,2024-07-19 17:11:54,1,6200,National Table Fan 16-inch,Colombo,6200
EH-2024001717,20153,2024-07-19 19:11:57,1,45920,Singer LED TV 32-inch,Colombo,45920
EH-2024001717,20153,2024-07-19 19:11:57,1,8920,Sony Bluetooth Speaker,Colombo,8920
EH-2024001717,20153,2024-07-19 19:11:57,2,3870,Power Bank 10000mAh,Colombo,7740
EH-2024001718,20031,2024-07-19 20:08:30,1,7680,Innovex Rice Cooker 1.8L,Kurunegala,7680
EH-2024001718,20031,2024-07-19 20:08:30,1,3960,Power Bank 10000mAh,Kurunegala,3960
EH-2024001719,20212,2024-07-20 14:33:23,1,79930,Samsung Galaxy A14 Smartphone,Kurunegala,79930
EH-2024001720,20250,2024-07-20 16:16:39,1,5710,Bluetooth Earbuds,Kalutara,5710
EH-2024001721,20042,2024-07-20 18:36:31,1,41590,Singer LED TV 32-inch,Gampaha,41590
EH-2024001721,20042,2024-07-20 18:36:31,1,7870,Innovex Rice Cooker 1.8L,Gampaha,7870
EH-2024001722,20098,2024-07-21 09:06:02,2,4700,Philips Electric Kettle,Colombo,9400
EH-2024001722,20098,2024-07-21 09:06:02,1,6120,National Table Fan 16-inch,Colombo,6120
EH-2024001722,20098,2024-07-21 09:06:02,1,5580,Bluetooth Earbuds,Colombo,5580
EH-2024001723,20047,2024-07-21 13:06:50,1,53260,Xiaomi Redmi 12 Smartphone,Matara,53260
EH-2024001723,20047,2024-07-21 13:06:50,1,5620,Bluetooth Earbuds,Matara,5620
EH-2024001724,20165,2024-07-22 13:28:02,1,4980,Philips Electric Kettle,Jaffna,4980
EH-2024001724,20165,2024-07-22 13:28:02,1,5960,National Table Fan 16-inch,Jaffna,5960
EH-2024001725,20098,2024-07-22 16:42:29,1,157090,LG Washing Machine 7kg,Colombo,157090
EH-2024001725,20098,2024-07-22 16:42:29,1,27360,Inverter Battery 12V 100Ah,Colombo,27360
EH-2024001725,20098,2024-07-22 16:42:29,1,81010,Singer LED TV 43-inch,Colombo,81010
EH-2024001726,20056,2024-07-22 17:26:49,1,10120,itel Feature Phone,Anuradhapura,10120
EH-2024001726,20056,2024-07-22 17:26:49,1,23910,Panasonic Inverter 700VA,Anuradhapura,23910
EH-2024001726,20056,2024-07-22 17:26:49,1,115420,Kelvinator Refrigerator 190L,Anuradhapura,115420
EH-2024001727,20105,2024-07-23 12:39:34,1,1070,Rechargeable LED Bulb,Anuradhapura,1070
EH-2024001727,20105,2024-07-23 12:39:34,2,1190,Extension Cord (4-Socket),Anuradhapura,2380
EH-2024001728,20193,2024-07-23 13:21:03,1,6140,National Table Fan 16-inch,Colombo,6140
EH-2024001728,20193,2024-07-23 13:21:03,1,85060,Samsung Galaxy A14 Smartphone,Colombo,85060
EH-2024001729,20086,2024-07-24 20:04:04,1,1170,Extension Cord (4-Socket),Galle,1170
EH-2024001729,20086,2024-07-24 20:04:04,1,5840,National Table Fan 16-inch,Galle,5840
EH-2024001730,20167,2024-07-25 12:17:12,1,1820,Gas Cooker Adapter (LPG-saver),Colombo,1820
EH-2024001730,20167,2024-07-25 12:17:12,1,157100,LG Washing Machine 7kg,Colombo,157100
EH-2024001731,20055,2024-07-25 15:22:44,1,10470,itel Feature Phone,Matara,10470
EH-2024001732,20078,2024-07-26 19:46:03,1,107850,Kelvinator Refrigerator 190L,Matara,107850
EH-2024001732,20078,2024-07-26 19:46:03,1,9270,Sony Bluetooth Speaker,Matara,9270
EH-2024001732,20078,2024-07-26 19:46:03,1,6580,Abans Blender 400W,Matara,6580
EH-2024001733,20024,2024-07-27 12:26:30,1,23720,Panasonic Inverter 700VA,Colombo,23720
EH-2024001733,20024,2024-07-27 12:26:30,2,4550,Solar Lantern (Rechargeable),Colombo,9100
EH-2024001733,20024,2024-07-27 12:26:30,1,84330,Samsung Galaxy A14 Smartphone,Colombo,84330
EH-2024001734,20212,2024-07-27 12:46:46,1,23990,Panasonic Inverter 700VA,Kurunegala,23990
EH-2024001734,20212,2024-07-27 12:46:46,1,83900,Samsung Galaxy A14 Smartphone,Kurunegala,83900
EH-2024001735,20057,2024-07-27 19:45:21,1,4670,Philips Electric Kettle,Gampaha,4670
EH-2024001736,20189,2024-07-28 13:17:15,2,4150,Solar Lantern (Rechargeable),Gampaha,8300
EH-2024001736,20189,2024-07-28 13:17:15,1,1160,Extension Cord (4-Socket),Gampaha,1160
EH-2024001736,20189,2024-07-28 13:17:15,2,1030,Rechargeable LED Bulb,Gampaha,2060
EH-2024001737,20108,2024-07-28 18:23:47,1,10700,itel Feature Phone,Batticaloa,10700
EH-2024001737,20108,2024-07-28 18:23:47,1,4700,Philips Electric Kettle,Batticaloa,4700
EH-2024001737,20108,2024-07-28 18:23:47,1,21800,Panasonic Inverter 700VA,Batticaloa,21800
EH-2024001738,20054,2024-07-29 08:30:03,1,108350,Kelvinator Refrigerator 190L,Colombo,108350
EH-2024001738,20054,2024-07-29 08:30:03,1,28140,Inverter Battery 12V 100Ah,Colombo,28140
EH-2024001739,20220,2024-07-30 10:33:47,1,4320,Solar Lantern (Rechargeable),Matara,4320
EH-2024001739,20220,2024-07-30 10:33:47,1,3940,Power Bank 10000mAh,Matara,3940
EH-2024001740,20011,2024-07-30 19:35:41,1,23560,Panasonic Inverter 700VA,Ratnapura,23560
EH-2024001741,20031,2024-07-30 19:52:53,1,8680,Sony Bluetooth Speaker,Kurunegala,8680
EH-2024001742,20053,2024-07-31 10:49:32,1,9260,Sony Bluetooth Speaker,Ratnapura,9260
EH-2024001742,20053,2024-07-31 10:49:32,1,41630,Singer LED TV 32-inch,Ratnapura,41630
EH-2024001742,20053,2024-07-31 10:49:32,1,10680,itel Feature Phone,Ratnapura,10680
EH-2024001743,20185,2024-07-31 20:05:15,1,5910,Bluetooth Earbuds,Kandy,5910
EH-2024001743,20185,2024-07-31 20:05:15,1,10530,itel Feature Phone,Kandy,10530
EH-2024001743,20185,2024-07-31 20:05:15,1,6030,National Table Fan 16-inch,Kandy,6030
EH-2024001744,20231,2024-08-01 09:31:42,2,4280,Solar Lantern (Rechargeable),Colombo,8560
EH-2024001744,20231,2024-08-01 09:31:42,1,23830,Panasonic Inverter 700VA,Colombo,23830
EH-2024001744,20231,2024-08-01 09:31:42,1,28300,Inverter Battery 12V 100Ah,Colombo,28300
EH-2024001745,20216,2024-08-01 15:28:54,2,1180,Extension Cord (4-Socket),Colombo,2360
EH-2024001745,20216,2024-08-01 15:28:54,1,149300,LG Washing Machine 7kg,Colombo,149300
EH-2024001745,20216,2024-08-01 15:28:54,1,10080,itel Feature Phone,Colombo,10080
EH-2024001746,20057,2024-08-01 17:14:28,1,5880,National Table Fan 16-inch,Gampaha,5880
EH-2024001747,20071,2024-08-01 17:56:07,2,1210,Extension Cord (4-Socket),Kalutara,2420
EH-2024001747,20071,2024-08-01 17:56:07,1,78700,Singer LED TV 43-inch,Kalutara,78700
EH-2024001748,20024,2024-08-01 18:01:32,1,3890,Power Bank 10000mAh,Colombo,3890
EH-2024001748,20024,2024-08-01 18:01:32,1,79490,Singer LED TV 43-inch,Colombo,79490
EH-2024001749,20165,2024-08-01 20:44:07,1,2620,Laptop Cooling Pad,Jaffna,2620
EH-2024001749,20165,2024-08-01 20:44:07,1,4300,Solar Lantern (Rechargeable),Jaffna,4300
EH-2024001749,20165,2024-08-01 20:44:07,2,1090,Rechargeable LED Bulb,Jaffna,2180
EH-2024001750,20057,2024-08-02 16:09:39,1,1190,Extension Cord (4-Socket),Gampaha,1190
EH-2024001751,20103,2024-08-02 17:44:00,1,6130,National Table Fan 16-inch,Galle,6130
EH-2024001751,20103,2024-08-02 17:44:00,1,8390,Innovex Rice Cooker 1.8L,Galle,8390
EH-2024001752,20081,2024-08-02 18:17:40,1,8460,Innovex Rice Cooker 1.8L,Colombo,8460
EH-2024001753,20098,2024-08-03 16:32:32,1,11030,itel Feature Phone,Colombo,11030
EH-2024001754,20090,2024-08-03 19:44:15,3,1020,Rechargeable LED Bulb,Galle,3060
EH-2024001755,20074,2024-08-05 16:03:40,1,5690,National Table Fan 16-inch,Anuradhapura,5690
EH-2024001756,20057,2024-08-05 18:40:32,1,3900,Power Bank 10000mAh,Gampaha,3900
EH-2024001756,20057,2024-08-05 18:40:32,1,10430,itel Feature Phone,Gampaha,10430
EH-2024001757,20071,2024-08-05 19:06:51,1,5830,Bluetooth Earbuds,Kalutara,5830
EH-2024001757,20071,2024-08-05 19:06:51,1,8760,Sony Bluetooth Speaker,Kalutara,8760
EH-2024001757,20071,2024-08-05 19:06:51,1,6570,Abans Blender 400W,Kalutara,6570
EH-2024001758,20136,2024-08-06 18:43:44,1,3830,Power Bank 10000mAh,Gampaha,3830
EH-2024001758,20136,2024-08-06 18:43:44,1,2530,Laptop Cooling Pad,Gampaha,2530
EH-2024001758,20136,2024-08-06 18:43:44,1,1200,Extension Cord (4-Socket),Gampaha,1200
EH-2024001759,20031,2024-08-07 14:18:53,1,8520,Sony Bluetooth Speaker,Kurunegala,8520
EH-2024001759,20031,2024-08-07 14:18:53,1,4550,Philips Electric Kettle,Kurunegala,4550
EH-2024001759,20031,2024-08-07 14:18:53,2,4280,Solar Lantern (Rechargeable),Kurunegala,8560
EH-2024001760,20220,2024-08-07 17:11:00,1,7900,Innovex Rice Cooker 1.8L,Matara,7900
EH-2024001761,20220,2024-08-07 20:40:10,1,24130,Panasonic Inverter 700VA,Matara,24130
EH-2024001761,20220,2024-08-07 20:40:10,1,9040,Sony Bluetooth Speaker,Matara,9040
EH-2024001762,20192,2024-08-08 15:38:50,1,27790,Inverter Battery 12V 100Ah,Kurunegala,27790
EH-2024001763,20253,2024-08-08 20:03:22,1,4140,Solar Lantern (Rechargeable),Colombo,4140
EH-2024001763,20253,2024-08-08 20:03:22,1,5440,Bluetooth Earbuds,Colombo,5440
EH-2024001764,20115,2024-08-09 15:01:31,1,5660,Bluetooth Earbuds,Gampaha,5660
EH-2024001764,20115,2024-08-09 15:01:31,1,44910,Singer LED TV 32-inch,Gampaha,44910
EH-2024001765,20159,2024-08-09 15:13:46,1,8600,Sony Bluetooth Speaker,Matara,8600
EH-2024001765,20159,2024-08-09 15:13:46,1,50860,Xiaomi Redmi 12 Smartphone,Matara,50860
EH-2024001765,20159,2024-08-09 15:13:46,2,1220,Extension Cord (4-Socket),Matara,2440
EH-2024001766,20018,2024-08-09 15:47:54,1,6430,Abans Blender 400W,Kandy,6430
EH-2024001766,20018,2024-08-09 15:47:54,1,7780,Innovex Rice Cooker 1.8L,Kandy,7780
EH-2024001767,20162,2024-08-10 09:33:47,1,5890,National Table Fan 16-inch,Ratnapura,5890
EH-2024001767,20162,2024-08-10 09:33:47,1,2740,Laptop Cooling Pad,Ratnapura,2740
EH-2024001767,20162,2024-08-10 09:33:47,1,3890,Power Bank 10000mAh,Ratnapura,3890
EH-2024001768,20062,2024-08-10 20:22:13,2,1230,Extension Cord (4-Socket),Colombo,2460
EH-2024001768,20062,2024-08-10 20:22:13,2,1060,Rechargeable LED Bulb,Colombo,2120
EH-2024001769,20016,2024-08-11 17:21:59,1,77100,Singer LED TV 43-inch,Colombo,77100
EH-2024001769,20016,2024-08-11 17:21:59,1,5710,National Table Fan 16-inch,Colombo,5710
EH-2024001770,20109,2024-08-11 18:19:57,1,50250,Xiaomi Redmi 12 Smartphone,Kandy,50250
EH-2024001771,20254,2024-08-12 17:53:38,1,6070,National Table Fan 16-inch,Colombo,6070
EH-2024001772,20147,2024-08-13 08:42:00,1,2490,Laptop Cooling Pad,Colombo,2490
EH-2024001772,20147,2024-08-13 08:42:00,1,21930,Panasonic Inverter 700VA,Colombo,21930
EH-2024001773,20106,2024-08-13 15:17:32,1,2750,Laptop Cooling Pad,Colombo,2750
EH-2024001773,20106,2024-08-13 15:17:32,1,4290,Solar Lantern (Rechargeable),Colombo,4290
EH-2024001773,20106,2024-08-13 15:17:32,3,1060,Rechargeable LED Bulb,Colombo,3180
EH-2024001774,20078,2024-08-13 18:32:49,2,4420,Solar Lantern (Rechargeable),Matara,8840
EH-2024001774,20078,2024-08-13 18:32:49,1,8660,Sony Bluetooth Speaker,Matara,8660
EH-2024001775,20121,2024-08-14 08:09:01,1,24120,Panasonic Inverter 700VA,Gampaha,24120
EH-2024001776,20220,2024-08-14 16:19:13,2,3930,Power Bank 10000mAh,Matara,7860
EH-2024001777,20026,2024-08-14 18:56:34,1,53320,Xiaomi Redmi 12 Smartphone,Jaffna,53320
EH-2024001777,20026,2024-08-14 18:56:34,1,24230,Panasonic Inverter 700VA,Jaffna,24230
EH-2024001777,20026,2024-08-14 18:56:34,1,42710,Singer LED TV 32-inch,Jaffna,42710
EH-2024001778,20016,2024-08-15 19:19:19,2,4500,Solar Lantern (Rechargeable),Colombo,9000
EH-2024001778,20016,2024-08-15 19:19:19,1,6800,Abans Blender 400W,Colombo,6800
EH-2024001779,20244,2024-08-16 09:46:38,1,9050,Sony Bluetooth Speaker,Gampaha,9050
EH-2024001780,20053,2024-08-16 18:06:57,1,5900,Bluetooth Earbuds,Ratnapura,5900
EH-2024001780,20053,2024-08-16 18:06:57,1,2720,Laptop Cooling Pad,Ratnapura,2720
EH-2024001780,20053,2024-08-16 18:06:57,1,4210,Power Bank 10000mAh,Ratnapura,4210
EH-2024001781,20121,2024-08-18 15:52:23,2,3990,Power Bank 10000mAh,Gampaha,7980
EH-2024001782,20153,2024-08-19 08:28:31,1,4230,Solar Lantern (Rechargeable),Colombo,4230
EH-2024001782,20153,2024-08-19 08:28:31,1,1730,Gas Cooker Adapter (LPG-saver),Colombo,1730
EH-2024001782,20153,2024-08-19 08:28:31,1,28230,Inverter Battery 12V 100Ah,Colombo,28230
EH-2024001783,20018,2024-08-19 09:17:40,2,4020,Power Bank 10000mAh,Kandy,8040
EH-2024001783,20018,2024-08-19 09:17:40,1,1190,Extension Cord (4-Socket),Kandy,1190
EH-2024001783,20018,2024-08-19 09:17:40,1,79100,Singer LED TV 43-inch,Kandy,79100
EH-2024001784,20097,2024-08-19 12:38:14,1,44020,Singer LED TV 32-inch,Matale,44020
EH-2024001784,20097,2024-08-19 12:38:14,1,74670,Singer LED TV 43-inch,Matale,74670
EH-2024001784,20097,2024-08-19 12:38:14,1,84660,Samsung Galaxy A14 Smartphone,Matale,84660
EH-2024001785,20125,2024-08-19 14:48:44,1,1180,Extension Cord (4-Socket),Kurunegala,1180
EH-2024001786,20098,2024-08-19 18:14:22,1,9390,Sony Bluetooth Speaker,Colombo,9390
EH-2024001786,20098,2024-08-19 18:14:22,1,6270,National Table Fan 16-inch,Colombo,6270
EH-2024001786,20098,2024-08-19 18:14:22,2,1020,Rechargeable LED Bulb,Colombo,2040
EH-2024001787,20234,2024-08-20 16:53:25,2,3880,Power Bank 10000mAh,Galle,7760
EH-2024001787,20234,2024-08-20 16:53:25,1,22320,Panasonic Inverter 700VA,Galle,22320
EH-2024001787,20234,2024-08-20 16:53:25,1,41720,Singer LED TV 32-inch,Galle,41720
EH-2024001788,20043,2024-08-21 13:27:49,1,45440,Singer LED TV 32-inch,Kurunegala,45440
EH-2024001788,20043,2024-08-21 13:27:49,2,1120,Extension Cord (4-Socket),Kurunegala,2240
EH-2024001789,20141,2024-08-21 16:19:57,1,5790,Bluetooth Earbuds,Gampaha,5790
EH-2024001790,20241,2024-08-21 16:45:13,1,5500,Bluetooth Earbuds,Colombo,5500
EH-2024001790,20241,2024-08-21 16:45:13,1,112770,Kelvinator Refrigerator 190L,Colombo,112770
EH-2024001791,20004,2024-08-22 08:10:30,1,5940,National Table Fan 16-inch,Galle,5940
EH-2024001792,20231,2024-08-22 12:30:15,1,5870,National Table Fan 16-inch,Colombo,5870
EH-2024001793,20048,2024-08-22 15:40:23,1,4360,Solar Lantern (Rechargeable),Colombo,4360
EH-2024001793,20048,2024-08-22 15:40:23,1,41870,Singer LED TV 32-inch,Colombo,41870
EH-2024001794,20160,2024-08-22 16:20:18,1,161580,LG Washing Machine 7kg,Kandy,161580
EH-2024001795,20124,2024-08-22 18:37:47,1,84580,Samsung Galaxy A14 Smartphone,Batticaloa,84580
EH-2024001796,20097,2024-08-23 10:13:34,1,5800,Bluetooth Earbuds,Matale,5800
EH-2024001796,20097,2024-08-23 10:13:34,2,1110,Rechargeable LED Bulb,Matale,2220
EH-2024001797,20058,2024-08-23 15:19:17,1,6170,National Table Fan 16-inch,Galle,6170
EH-2024001797,20058,2024-08-23 15:19:17,1,1850,Gas Cooker Adapter (LPG-saver),Galle,1850
EH-2024001797,20058,2024-08-23 15:19:17,2,1040,Rechargeable LED Bulb,Galle,2080
EH-2024001798,20148,2024-08-23 17:24:28,1,7920,Innovex Rice Cooker 1.8L,Kandy,7920
EH-2024001799,20192,2024-08-24 10:46:25,1,78040,Singer LED TV 43-inch,Kurunegala,78040
EH-2024001799,20192,2024-08-24 10:46:25,3,1000,Rechargeable LED Bulb,Kurunegala,3000
EH-2024001800,20093,2024-08-24 11:52:27,1,23480,Panasonic Inverter 700VA,Anuradhapura,23480
EH-2024001800,20093,2024-08-24 11:52:27,1,42510,Singer LED TV 32-inch,Anuradhapura,42510
EH-2024001801,20019,2024-08-24 14:42:24,1,42960,Singer LED TV 32-inch,Gampaha,42960
EH-2024001801,20019,2024-08-24 14:42:24,1,1810,Gas Cooker Adapter (LPG-saver),Gampaha,1810
EH-2024001802,20098,2024-08-24 17:30:12,1,7850,Innovex Rice Cooker 1.8L,Colombo,7850
EH-2024001802,20098,2024-08-24 17:30:12,2,4530,Philips Electric Kettle,Colombo,9060
EH-2024001803,20071,2024-08-24 18:47:00,2,3890,Power Bank 10000mAh,Kalutara,7780
EH-2024001804,20164,2024-08-25 13:59:59,1,1780,Gas Cooker Adapter (LPG-saver),Gampaha,1780
EH-2024001804,20164,2024-08-25 13:59:59,1,1080,Rechargeable LED Bulb,Gampaha,1080
EH-2024001805,20021,2024-08-26 16:36:17,1,8570,Sony Bluetooth Speaker,Colombo,8570
EH-2024001805,20021,2024-08-26 16:36:17,1,113580,Kelvinator Refrigerator 190L,Colombo,113580
EH-2024001805,20021,2024-08-26 16:36:17,1,5780,National Table Fan 16-inch,Colombo,5780
EH-2024001806,20231,2024-08-27 08:28:36,1,6280,National Table Fan 16-inch,Colombo,6280
EH-2024001807,20071,2024-08-27 13:02:36,1,6280,Abans Blender 400W,Kalutara,6280
EH-2024001807,20071,2024-08-27 13:02:36,1,6220,National Table Fan 16-inch,Kalutara,6220
EH-2024001808,20240,2024-08-27 13:07:48,1,2510,Laptop Cooling Pad,Gampaha,2510
EH-2024001808,20240,2024-08-27 13:07:48,1,113810,Kelvinator Refrigerator 190L,Gampaha,113810
EH-2024001809,20098,2024-08-28 12:32:36,2,4650,Philips Electric Kettle,Colombo,9300
EH-2024001809,20098,2024-08-28 12:32:36,1,6780,Abans Blender 400W,Colombo,6780
EH-2024001809,20098,2024-08-28 12:32:36,1,3950,Power Bank 10000mAh,Colombo,3950
EH-2024001810,20162,2024-08-28 16:12:54,1,49510,Xiaomi Redmi 12 Smartphone,Ratnapura,49510
EH-2024001810,20162,2024-08-28 16:12:54,1,1030,Rechargeable LED Bulb,Ratnapura,1030
EH-2024001810,20162,2024-08-28 16:12:54,1,79370,Singer LED TV 43-inch,Ratnapura,79370
EH-2024001811,20132,2024-08-29 09:42:55,1,81170,Samsung Galaxy A14 Smartphone,Kandy,81170
EH-2024001811,20132,2024-08-29 09:42:55,1,1210,Extension Cord (4-Socket),Kandy,1210
EH-2024001811,20132,2024-08-29 09:42:55,3,1070,Rechargeable LED Bulb,Kandy,3210
EH-2024001812,20133,2024-08-29 17:05:24,3,1030,Rechargeable LED Bulb,Batticaloa,3090
EH-2024001812,20133,2024-08-29 17:05:24,2,4580,Solar Lantern (Rechargeable),Batticaloa,9160
EH-2024001812,20133,2024-08-29 17:05:24,1,54700,Xiaomi Redmi 12 Smartphone,Batticaloa,54700
EH-2024001813,20005,2024-08-29 19:10:01,1,2700,Laptop Cooling Pad,Colombo,2700
EH-2024001814,20119,2024-08-30 13:47:21,1,10790,itel Feature Phone,Gampaha,10790
EH-2024001815,20071,2024-08-30 14:42:57,1,4560,Philips Electric Kettle,Kalutara,4560
EH-2024001815,20071,2024-08-30 14:42:57,1,43170,Singer LED TV 32-inch,Kalutara,43170
EH-2024001816,20234,2024-08-30 18:19:14,1,1070,Rechargeable LED Bulb,Galle,1070
EH-2024001816,20234,2024-08-30 18:19:14,1,6400,Abans Blender 400W,Galle,6400
EH-2024001817,20194,2024-08-30 18:21:53,1,5930,National Table Fan 16-inch,Kalutara,5930
EH-2024001817,20194,2024-08-30 18:21:53,1,8100,Innovex Rice Cooker 1.8L,Kalutara,8100
EH-2024001818,20222,2024-08-31 08:01:00,1,1000,Rechargeable LED Bulb,Matara,1000
